Item Name,UNIQID2,UNIQID3,sku,SKU Code,Category,Colour,Brand,Size,Category,Tally Code,Link
2,2BG,236,2BG36,test_code_21,Kurta Only,BG,,36,Kurta Only,tally_21,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
2,2BG,238,2BG38,test_code_22,Kurta Only,BG,,38,Kurta Only,tally_22,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
2,2BG,240,2BG40,test_code_23,Kurta Only,BG,,40,Kurta Only,tally_23,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
2,2BG,242,2BG42,test_code_24,Kurta Only,BG,,42,Kurta Only,tally_24,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
2,2BG,244,2BG44,test_code_25,Kurta Only,BG,,44,Kurta Only,tally_25,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9BG,936,9BG36,test_code_26,Kurta Only,BG,,36,Kurta Only,tally_26,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9BG,938,9BG38,test_code_27,Kurta Only,BG,,38,Kurta Only,tally_27,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9BG,940,9BG40,test_code_28,Kurta Only,BG,,40,Kurta Only,tally_28,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9BG,942,9BG42,test_code_29,Kurta Only,BG,,42,Kurta Only,tally_29,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9BG,944,9BG44,test_code_30,Kurta Only,BG,,44,Kurta Only,tally_30,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9CR,936,9CR36,test_code_31,Kurta Only,CR,,36,Kurta Only,tally_31,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9CR,938,9CR38,test_code_32,Kurta Only,CR,,38,Kurta Only,tally_32,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9CR,940,9CR40,test_code_33,Kurta Only,CR,,40,Kurta Only,tally_33,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9CR,942,9CR42,test_code_34,Kurta Only,CR,,42,Kurta Only,tally_34,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9CR,944,9CR44,test_code_35,Kurta Only,CR,,44,Kurta Only,tally_35,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9WN,936,9WN36,test_code_36,Kurta Only,WN,,36,Kurta Only,tally_36,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9WN,938,9WN38,test_code_37,Kurta Only,WN,,38,Kurta Only,tally_37,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9WN,940,9WN40,test_code_38,Kurta Only,WN,,40,Kurta Only,tally_38,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9WN,942,9WN42,test_code_39,Kurta Only,WN,,42,Kurta Only,tally_39,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9WN,944,9WN44,test_code_40,Kurta Only,WN,,44,Kurta Only,tally_40,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9DGN,936,9DGN36,test_code_41,Kurta Only,DGN,,36,Kurta Only,tally_41,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9DGN,938,9DGN38,test_code_42,Kurta Only,DGN,,38,Kurta Only,tally_42,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9DGN,940,9DGN40,test_code_43,Kurta Only,DGN,,40,Kurta Only,tally_43,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9DGN,942,9DGN42,test_code_44,Kurta Only,DGN,,42,Kurta Only,tally_44,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9DGN,944,9DGN44,test_code_45,Kurta Only,DGN,,44,Kurta Only,tally_45,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9RD,936,9RD36,test_code_46,Kurta Only,RD,,36,Kurta Only,tally_46,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9RD,938,9RD38,test_code_47,Kurta Only,RD,,38,Kurta Only,tally_47,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9RD,940,9RD40,test_code_48,Kurta Only,RD,,40,Kurta Only,tally_48,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9RD,942,9RD42,test_code_49,Kurta Only,RD,,42,Kurta Only,tally_49,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
9,9RD,944,9RD44,test_code_50,Kurta Only,RD,,44,Kurta Only,tally_50,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23BL,2336,23BL36,test_code_51,Kurta Only,BL,,36,Kurta Only,tally_51,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23BL,2338,23BL38,test_code_52,Kurta Only,BL,,38,Kurta Only,tally_52,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23BL,2340,23BL40,test_code_53,Kurta Only,BL,,40,Kurta Only,tally_53,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23BL,2342,23BL42,test_code_54,Kurta Only,BL,,42,Kurta Only,tally_54,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23BL,2344,23BL44,test_code_55,Kurta Only,BL,,44,Kurta Only,tally_55,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23BU,2336,23BU36,test_code_56,Kurta Only,BU,,36,Kurta Only,tally_56,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23BU,2338,23BU38,test_code_57,Kurta Only,BU,,38,Kurta Only,tally_57,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23BU,2340,23BU40,test_code_58,Kurta Only,BU,,40,Kurta Only,tally_58,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23BU,2342,23BU42,test_code_59,Kurta Only,BU,,42,Kurta Only,tally_59,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23BU,2344,23BU44,test_code_60,Kurta Only,BU,,44,Kurta Only,tally_60,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23PS,2336,23PS36,test_code_61,Kurta Only,PS,,36,Kurta Only,tally_61,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23PS,2338,23PS38,test_code_62,Kurta Only,PS,,38,Kurta Only,tally_62,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23PS,2340,23PS40,test_code_63,Kurta Only,PS,,40,Kurta Only,tally_63,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23PS,2342,23PS42,test_code_64,Kurta Only,PS,,42,Kurta Only,tally_64,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23PS,2344,23PS44,test_code_65,Kurta Only,PS,,44,Kurta Only,tally_65,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23RD,2336,23RD36,test_code_66,Kurta Only,RD,,36,Kurta Only,tally_66,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23RD,2338,23RD38,test_code_67,Kurta Only,RD,,38,Kurta Only,tally_67,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23RD,2340,23RD40,test_code_68,Kurta Only,RD,,40,Kurta Only,tally_68,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23RD,2342,23RD42,test_code_69,Kurta Only,RD,,42,Kurta Only,tally_69,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23RD,2344,23RD44,test_code_70,Kurta Only,RD,,44,Kurta Only,tally_70,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23BG,2336,23BG36,test_code_71,Kurta Only,BG,,36,Kurta Only,tally_71,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23BG,2338,23BG38,test_code_72,Kurta Only,BG,,38,Kurta Only,tally_72,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23BG,2340,23BG40,test_code_73,Kurta Only,BG,,40,Kurta Only,tally_73,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23BG,2342,23BG42,test_code_74,Kurta Only,BG,,42,Kurta Only,tally_74,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
23,23BG,2344,23BG44,test_code_75,Kurta Only,BG,,44,Kurta Only,tally_75,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
38,38LBG,3836,38LBG36,test_code_76,Kurta Only,LBG,,36,Kurta Only,tally_76,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
38,38LBG,3838,38LBG38,test_code_77,Kurta Only,LBG,,38,Kurta Only,tally_77,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
38,38LBG,3840,38LBG40,test_code_78,Kurta Only,LBG,,40,Kurta Only,tally_78,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
38,38LBG,3842,38LBG42,test_code_79,Kurta Only,LBG,,42,Kurta Only,tally_79,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
38,38LBG,3844,38LBG44,test_code_80,Kurta Only,LBG,,44,Kurta Only,tally_80,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
38,38WN,3836,38WN36,test_code_81,Kurta Only,WN,,36,Kurta Only,tally_81,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
38,38WN,3838,38WN38,test_code_82,Kurta Only,WN,,38,Kurta Only,tally_82,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
38,38WN,3840,38WN40,test_code_83,Kurta Only,WN,,40,Kurta Only,tally_83,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
38,38WN,3842,38WN42,test_code_84,Kurta Only,WN,,42,Kurta Only,tally_84,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
38,38WN,3844,38WN44,test_code_85,Kurta Only,WN,,44,Kurta Only,tally_85,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021CGN,102136,1021CGN36,test_code_86,Kurta Only,CGN,,36,Kurta Only,tally_86,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021CGN,102138,1021CGN38,test_code_87,Kurta Only,CGN,,38,Kurta Only,tally_87,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021CGN,102140,1021CGN40,test_code_88,Kurta Only,CGN,,40,Kurta Only,tally_88,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021CGN,102142,1021CGN42,test_code_89,Kurta Only,CGN,,42,Kurta Only,tally_89,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021CGN,102144,1021CGN44,test_code_90,Kurta Only,CGN,,44,Kurta Only,tally_90,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021GR,102136,1021GR36,test_code_91,Kurta Only,GR,,36,Kurta Only,tally_91,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021GR,102138,1021GR38,test_code_92,Kurta Only,GR,,38,Kurta Only,tally_92,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021GR,102140,1021GR40,test_code_93,Kurta Only,GR,,40,Kurta Only,tally_93,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021GR,102142,1021GR42,test_code_94,Kurta Only,GR,,42,Kurta Only,tally_94,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021GR,102144,1021GR44,test_code_95,Kurta Only,GR,,44,Kurta Only,tally_95,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021LGN,102136,1021LGN36,test_code_96,Kurta Only,LGN,,36,Kurta Only,tally_96,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021LGN,102138,1021LGN38,test_code_97,Kurta Only,LGN,,38,Kurta Only,tally_97,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021LGN,102140,1021LGN40,test_code_98,Kurta Only,LGN,,40,Kurta Only,tally_98,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021LGN,102142,1021LGN42,test_code_99,Kurta Only,LGN,,42,Kurta Only,tally_99,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021LGN,102144,1021LGN44,test_code_100,Kurta Only,LGN,,44,Kurta Only,tally_100,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021MH,102136,1021MH36,test_code_101,Kurta Only,MH,,36,Kurta Only,tally_101,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021MH,102138,1021MH38,test_code_102,Kurta Only,MH,,38,Kurta Only,tally_102,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021MH,102140,1021MH40,test_code_103,Kurta Only,MH,,40,Kurta Only,tally_103,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021MH,102142,1021MH42,test_code_104,Kurta Only,MH,,42,Kurta Only,tally_104,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021MH,102144,1021MH44,test_code_105,Kurta Only,MH,,44,Kurta Only,tally_105,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021MN,102136,1021MN36,test_code_106,Kurta Only,MN,,36,Kurta Only,tally_106,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021MN,102138,1021MN38,test_code_107,Kurta Only,MN,,38,Kurta Only,tally_107,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
1021,1021MN,102140,1021MN40,test_code_108,Kurta Only,MN,,40,Kurta Only,tally_108,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/9/13/5cb4381e-68f4-4187-a299-9f1fed2643df1568378730983-1.jpg"
